283274633-30;10208;15/04/2021;3
206478363-38;10208;15/04/2021;4
494686739-42;11826;17/04/2021;1
371757592-85;10822;17/04/2021;5
192339636-35;10188;17/04/2021;2
151218180-56;11784;18/04/2021;3
626529332-48;12092;18/04/2021;5
396965531-91;11518;18/04/2021;3
620513004-79;11805;18/04/2021;3
457635199-17;10945;18/04/2021;4
052458040-48;11613;19/04/2021;3
403851631-82;10352;20/04/2021;3
765743580-29;10283;20/04/2021;2
793987998-67;11335;20/04/2021;1
386716671-47;10427;21/04/2021;3
059545867-95;12046;22/04/2021;3
576000296-28;10185;23/04/2021;2
391968259-45;11997;23/04/2021;2
325222728-45;11734;24/04/2021;4
699464806-73;11661;24/04/2021;3
646741859-05;11961;24/04/2021;2
820243259-46;11230;25/04/2021;1
060521762-05;11643;25/04/2021;2
832837523-33;10108;27/04/2021;3
749516597-53;12555;27/04/2021;2
234285087-95;12028;27/04/2021;4
408723881-42;10052;28/04/2021;3
121321614-48;12339;28/04/2021;4
649215137-05;10308;29/04/2021;4
676415732-36;12357;29/04/2021;4
193059275-89;10921;29/04/2021;4
450664300-73;12369;30/04/2021;5
796139873-67;11932;30/04/2021;4
660037941-42;10273;01/05/2021;5
546066059-47;11260;01/05/2021;4
663732983-60;11285;02/05/2021;3
491241381-18;12116;02/05/2021;2
277305835-07;12266;03/05/2021;3
651178338-79;11725;04/05/2021;4
688815515-02;10362;04/05/2021;2
680508890-98;10841;04/05/2021;2
442395975-82;12633;05/05/2021;4
250051581-41;12380;06/05/2021;3
437234365-12;11444;06/05/2021;5
625541361-77;11849;06/05/2021;2
818912892-52;12432;06/05/2021;4
637240273-52;11421;06/05/2021;2
662750170-50;12168;07/05/2021;4
223589184-96;12567;08/05/2021;3
453177409-74;11098;09/05/2021;1
458482716-88;12757;09/05/2021;2
611727542-05;10719;09/05/2021;1
111335822-12;10180;09/05/2021;2
534515598-78;11725;10/05/2021;1
112634039-14;12071;10/05/2021;1
341010602-65;10475;11/05/2021;1
768075332-20;11726;11/05/2021;3
675662841-08;10028;11/05/2021;2
182424485-66;12484;12/05/2021;2
179657638-33;11098;13/05/2021;3
139854658-94;10169;13/05/2021;1
192984117-93;10719;13/05/2021;3
322184291-04;12582;14/05/2021;4
514447930-29;11792;14/05/2021;4
464717065-53;11213;15/05/2021;4
364579431-26;11625;15/05/2021;3
140917613-24;10779;16/05/2021;2
236389653-92;11603;16/05/2021;1
471928429-56;10463;16/05/2021;2
745834234-29;11843;17/05/2021;3
232996938-12;10374;17/05/2021;3
585278270-12;12312;18/05/2021;3
101926353-52;11613;18/05/2021;3
586258926-00;11917;18/05/2021;1
076638855-20;11395;19/05/2021;3
199801026-49;12180;20/05/2021;4
447310963-56;12502;20/05/2021;4
130834872-05;10655;21/05/2021;5
345152669-96;10263;21/05/2021;5
704588844-55;11672;21/05/2021;2
769510959-84;12399;21/05/2021;4
490388229-38;10515;21/05/2021;3
724199055-94;10870;23/05/2021;5
514351994-20;12028;24/05/2021;3
789884677-88;12167;24/05/2021;4
201393781-68;11434;24/05/2021;5
407904905-02;11051;24/05/2021;1
596063512-44;12007;24/05/2021;3
224212375-23;12606;26/05/2021;2
416903022-43;11540;26/05/2021;2
532416036-03;11983;26/05/2021;1
596354443-60;10201;26/05/2021;2
835975504-15;10396;26/05/2021;2
133044061-56;11792;27/05/2021;1
453064851-88;11784;27/05/2021;5
546981094-66;11997;28/05/2021;4
241889631-93;12077;29/05/2021;4
236747024-27;11579;29/05/2021;4
093991866-39;10428;29/05/2021;3
514078252-51;10342;30/05/2021;4
758893119-84;10475;30/05/2021;1
763471594-99;11726;30/05/2021;4
764025875-94;12711;31/05/2021;3
543021725-77;11045;01/06/2021;3
772019813-93;10759;01/06/2021;4
239084012-67;12203;02/06/2021;2
741630333-41;12136;04/06/2021;3
274631907-31;10007;04/06/2021;4
808437603-89;10090;04/06/2021;4
428862332-88;12736;04/06/2021;3
269766259-78;12054;05/06/2021;5
318898261-57;10072;05/06/2021;4
779853212-80;12302;05/06/2021;1
322080866-43;10873;06/06/2021;4
314261973-20;11792;06/06/2021;4
318626070-33;10082;07/06/2021;4
748421648-61;12092;07/06/2021;5
803826811-75;11547;08/06/2021;3
434955046-03;10551;09/06/2021;2
575213202-86;12349;09/06/2021;4
268324630-17;11613;10/06/2021;2
246569603-87;11993;10/06/2021;2
388100803-85;11672;10/06/2021;1
565341410-05;10979;10/06/2021;4
603079917-83;12667;11/06/2021;4
376273050-62;11395;12/06/2021;4
376652329-14;10035;12/06/2021;4
095347627-12;10172;13/06/2021;2
490104312-48;11923;13/06/2021;3
359959904-68;12046;13/06/2021;2
195096897-39;11242;13/06/2021;4
137404934-60;12644;13/06/2021;3
064048541-94;10201;14/06/2021;4
719360372-98;11826;14/06/2021;4
173311883-56;12547;14/06/2021;5
520707353-88;10317;14/06/2021;2
060517431-62;11475;14/06/2021;5
334120072-38;12145;14/06/2021;5
199163876-49;10789;15/06/2021;3
732393159-68;12569;15/06/2021;3
276245218-38;10889;15/06/2021;3
688074529-17;10699;15/06/2021;5
377137372-12;11335;16/06/2021;3
800828455-76;11962;16/06/2021;2
731154121-76;11077;16/06/2021;3
760922725-82;10292;16/06/2021;4
200530772-90;10492;16/06/2021;2
610756765-22;12209;18/06/2021;2
577991579-41;11133;18/06/2021;3
537295687-26;11494;18/06/2021;4
070114065-29;11200;19/06/2021;3
452276788-31;12475;19/06/2021;5
301328348-11;11273;21/06/2021;3
636183373-81;10476;21/06/2021;3
163380749-88;10463;21/06/2021;4
310423206-80;12020;22/06/2021;2
746755274-63;11213;22/06/2021;4
415855827-41;11809;23/06/2021;5
541300073-58;10488;24/06/2021;2
842265301-15;11066;24/06/2021;2
309230513-30;10551;24/06/2021;1
570819688-14;11997;24/06/2021;5
699055067-12;11881;26/06/2021;3
260185523-12;12417;26/06/2021;4
200335108-84;11891;26/06/2021;1
183667086-39;11015;27/06/2021;3
051263917-78;10857;27/06/2021;3
271462399-63;11776;27/06/2021;1
470202490-71;10475;28/06/2021;4
656999343-13;11595;29/06/2021;5
163645833-07;11255;30/06/2021;4
062540853-99;11227;30/06/2021;3
071877435-16;10793;01/07/2021;5
781039149-11;12339;02/07/2021;3
254623971-79;12232;03/07/2021;3
212713132-22;10549;04/07/2021;4
147500731-78;10216;05/07/2021;5
272919780-99;10532;05/07/2021;4
330540479-46;10409;06/07/2021;5
390057817-46;11615;07/07/2021;4
596217992-54;11555;08/07/2021;4
481677243-91;11306;08/07/2021;4
519302455-50;11395;08/07/2021;5
718305455-78;10090;08/07/2021;2
298655071-72;12553;09/07/2021;4
683890677-12;12432;09/07/2021;3
471278599-03;11745;10/07/2021;4
130549324-59;10537;10/07/2021;5
274045778-56;12520;11/07/2021;5
550200362-50;11661;11/07/2021;4
613383797-43;11747;11/07/2021;2
617040585-45;10201;11/07/2021;2
469276259-84;10870;11/07/2021;4
831461549-43;12547;11/07/2021;2
500797078-39;10857;12/07/2021;3
789360755-88;11776;12/07/2021;3
454544687-80;10551;12/07/2021;3
202222195-92;10706;13/07/2021;3
702176329-81;12432;13/07/2021;1
411190947-88;10374;13/07/2021;3
759397348-24;10793;13/07/2021;3
350070887-79;11230;14/07/2021;3
065124022-77;10415;14/07/2021;5
472613056-82;11655;14/07/2021;3
707758808-12;11143;14/07/2021;3
407134474-25;11505;15/07/2021;4
234809919-12;12591;15/07/2021;5
490201321-09;12736;16/07/2021;4
745972124-52;10324;17/07/2021;2
846224968-21;12752;17/07/2021;3
705274215-23;12450;17/07/2021;3
325756569-48;11692;17/07/2021;4
441590568-35;10299;17/07/2021;2
850875842-03;11099;18/07/2021;4
070710727-42;10245;18/07/2021;4
095279871-51;10427;19/07/2021;3
218068834-23;11961;19/07/2021;3
474265582-14;12225;19/07/2021;3
373933443-53;11015;19/07/2021;4
706960743-57;11962;20/07/2021;4
749474065-10;10335;20/07/2021;5
171423542-78;12109;20/07/2021;3
228967898-80;11346;20/07/2021;1
261164812-09;12582;20/07/2021;1
415763749-98;12292;21/07/2021;4
097908420-61;11917;21/07/2021;2
385966803-63;10331;22/07/2021;4
154074666-08;10990;22/07/2021;3
764814790-32;12349;22/07/2021;5
420297533-17;12507;22/07/2021;4
242449039-64;12399;22/07/2021;3
472723181-84;11517;23/07/2021;5
323765381-34;10732;23/07/2021;2
144890358-39;11045;23/07/2021;3
841377940-22;11382;25/07/2021;4
136285828-83;12203;27/07/2021;4
482824167-39;10770;28/07/2021;4
759480981-91;11213;29/07/2021;5
377970410-08;11099;30/07/2021;1
525881665-83;11098;31/07/2021;2
330096903-43;12339;31/07/2021;2
184199724-24;12402;31/07/2021;3
577442957-48;11997;01/08/2021;1
063470070-72;10299;01/08/2021;1
621494984-11;11901;01/08/2021;3
064265903-55;12300;02/08/2021;3
490573354-59;10245;03/08/2021;4
193592628-33;11112;03/08/2021;5
107436991-78;10475;05/08/2021;1
786914115-41;11224;05/08/2021;4
548060967-75;11975;05/08/2021;4
588647420-80;10172;05/08/2021;1
826778414-94;11778;06/08/2021;3
583341894-96;10804;06/08/2021;3
782758135-57;11346;06/08/2021;5
331754937-12;10292;07/08/2021;3
274418549-88;11919;07/08/2021;3
544087313-98;12757;07/08/2021;2
687484932-67;10096;07/08/2021;4
265677978-99;10230;08/08/2021;5
317109685-59;10180;08/08/2021;3
412805746-22;10133;08/08/2021;4
553978891-51;12279;10/08/2021;4
518589060-09;12029;10/08/2021;3
794327794-39;12464;10/08/2021;2
203698748-08;12514;11/08/2021;2
212098944-32;12475;12/08/2021;4
305201074-11;12092;12/08/2021;2
043649929-60;10882;13/08/2021;4
271956657-11;10759;14/08/2021;3
410205941-90;11098;14/08/2021;3
538707971-98;11368;15/08/2021;3
169349014-54;11901;15/08/2021;5
399614507-96;12478;15/08/2021;2
185029613-13;12098;16/08/2021;2
609550023-24;10845;16/08/2021;4
058295286-69;11919;17/08/2021;4
068385820-52;10230;17/08/2021;2
682499098-56;12098;18/08/2021;2
525509045-39;10570;18/08/2021;4
784822195-57;10476;18/08/2021;3
821988329-23;11316;18/08/2021;4
650323010-48;10273;19/08/2021;4
197359269-73;11904;19/08/2021;1
550183574-56;12054;19/08/2021;4
696256691-31;11445;19/08/2021;1
262355464-32;10873;20/08/2021;4
470755048-24;11672;20/08/2021;5
286803578-28;10016;20/08/2021;2
158801247-79;11917;21/08/2021;1
225265235-66;11555;21/08/2021;1
598907339-41;11224;21/08/2021;3
110852039-66;11661;22/08/2021;3
613528029-73;10817;22/08/2021;2
286446347-49;12507;22/08/2021;4
710365207-29;10924;23/08/2021;4
450178004-67;10699;23/08/2021;3
388874400-37;10558;23/08/2021;5
429750027-25;10426;24/08/2021;1
084488614-46;10515;24/08/2021;3
770056258-73;11200;25/08/2021;3
123630965-77;11200;26/08/2021;3
511802493-42;12098;27/08/2021;5
043372113-03;12438;27/08/2021;4
806438067-83;12369;28/08/2021;5
755548062-45;10537;28/08/2021;5
711760253-19;11143;28/08/2021;3
635859277-94;11090;28/08/2021;1
677883672-44;12243;28/08/2021;5
431810254-34;10028;29/08/2021;4
219565247-01;11445;29/08/2021;4
476152109-61;10719;30/08/2021;2
095104442-70;10830;31/08/2021;4
095163200-67;11560;31/08/2021;3
815366847-11;11066;31/08/2021;3
135966140-07;10601;01/09/2021;4
738572660-66;10274;02/09/2021;3
589674691-75;12098;02/09/2021;3
842551632-12;11737;03/09/2021;3
224001794-00;12133;04/09/2021;2
768563210-48;11346;04/09/2021;3
268725880-06;10299;04/09/2021;2
853523072-81;12131;05/09/2021;5
386787661-99;11839;06/09/2021;4
256337944-37;10283;06/09/2021;1
205539235-48;12399;07/09/2021;3
503876778-55;10432;07/09/2021;3
354113742-09;10492;08/09/2021;4
285097587-00;11712;08/09/2021;2
139327856-77;10169;08/09/2021;2
054606326-45;11374;09/09/2021;4
839547106-76;10945;09/09/2021;3
280630351-18;11227;09/09/2021;5
184968620-10;10666;10/09/2021;4
291112830-16;12380;11/09/2021;4
130468600-36;11603;11/09/2021;2
381163874-19;10870;11/09/2021;3
780918315-65;10225;12/09/2021;4
355238667-26;10789;12/09/2021;4
469854690-13;11555;12/09/2021;3
438632893-38;11726;12/09/2021;1
368955793-87;11133;12/09/2021;1
423194176-66;10385;12/09/2021;1
538290005-86;10732;13/09/2021;2
570025459-73;10866;14/09/2021;2
057333044-51;11045;15/09/2021;1
751358666-68;11007;15/09/2021;4
042610530-68;12085;15/09/2021;4
098505777-20;11737;15/09/2021;5
410734843-96;10515;15/09/2021;3
133572511-91;11930;16/09/2021;5
282460028-25;12329;17/09/2021;2
379022313-94;11826;17/09/2021;3
056179010-42;10384;18/09/2021;2
315288025-81;11453;18/09/2021;5
161846279-05;12077;18/09/2021;3
610830433-60;10325;19/09/2021;3
566761316-99;12220;19/09/2021;4
197126593-93;12292;19/09/2021;4
618805323-04;11090;19/09/2021;3
352882109-26;10325;19/09/2021;3
325747745-83;12120;20/09/2021;4
749327369-41;11498;20/09/2021;2
413652652-45;11293;21/09/2021;4
078233374-93;12591;21/09/2021;3
094702969-88;10225;22/09/2021;5
375982226-96;10882;22/09/2021;3
230555294-93;11843;22/09/2021;5
119381277-31;10699;23/09/2021;4
097923183-33;11258;23/09/2021;5
119046756-59;10882;23/09/2021;1
761922297-45;11260;24/09/2021;5
361645733-61;10335;24/09/2021;3
041598811-28;11230;25/09/2021;2
300817305-28;11613;25/09/2021;3
482834779-55;11778;25/09/2021;4
053399176-94;11121;28/09/2021;2
515528501-26;11306;29/09/2021;4
334857317-11;12193;30/09/2021;2
149681897-53;11672;30/09/2021;4
041148121-08;10749;30/09/2021;5
683626103-28;11121;01/10/2021;3
382016493-70;11919;01/10/2021;3
387762668-99;10732;02/10/2021;2
652793654-85;11917;02/10/2021;3
761744515-59;12047;02/10/2021;1
156135225-79;12450;02/10/2021;1
315028713-66;12131;02/10/2021;4
491656543-83;10600;02/10/2021;4
282246418-02;11897;02/10/2021;2
404952864-62;10390;02/10/2021;4
254769830-31;11121;02/10/2021;3
328865652-62;11812;03/10/2021;2
378690186-07;11421;03/10/2021;5
369418835-66;11255;03/10/2021;1
755969667-61;11234;04/10/2021;4
656051680-38;10652;05/10/2021;4
830341576-60;10028;05/10/2021;4
626992800-22;10692;05/10/2021;1
172169457-27;12414;05/10/2021;2
364244103-35;10488;05/10/2021;4
208420373-68;12755;05/10/2021;3
419402313-77;10475;06/10/2021;3
110016082-38;10188;06/10/2021;4
391837169-94;11923;06/10/2021;4
442458188-14;11066;06/10/2021;3
413170436-34;11045;06/10/2021;4
243464246-82;11712;07/10/2021;3
285812110-56;11463;07/10/2021;3
809759760-91;10574;07/10/2021;5
301509059-60;10015;07/10/2021;4
101665370-31;11180;08/10/2021;2
348587805-13;11603;08/10/2021;4
276804072-82;10532;08/10/2021;1
810819075-06;10711;09/10/2021;5
556261495-22;10515;10/10/2021;2
835940953-80;10898;10/10/2021;5
751306172-09;10804;10/10/2021;4
202840278-74;10889;11/10/2021;2
247660106-13;11485;11/10/2021;2
632672819-49;12120;11/10/2021;2
628611513-03;10675;11/10/2021;3
052218475-19;10427;12/10/2021;4
260971715-49;10882;12/10/2021;2
382748105-20;10759;13/10/2021;2
262660775-54;10898;13/10/2021;4
213114970-00;10154;13/10/2021;5
430546989-26;10475;13/10/2021;4
437470513-55;10990;13/10/2021;2
055396505-27;10264;14/10/2021;3
675591056-51;10374;14/10/2021;4
778212481-81;11734;15/10/2021;3
256171671-04;12254;15/10/2021;3
109356348-12;12569;15/10/2021;5
200777463-24;11112;16/10/2021;3
128397182-54;10997;16/10/2021;3
251913181-77;10492;18/10/2021;3
367079929-89;10120;18/10/2021;1
047883064-59;12252;19/10/2021;3
128918383-47;11045;20/10/2021;2
541162570-30;12112;20/10/2021;2
451422685-99;12555;21/10/2021;4
587434078-22;11258;21/10/2021;3
576791371-25;10971;22/10/2021;3
687085303-54;12249;22/10/2021;2
693034954-38;11316;23/10/2021;1
672819256-23;11408;23/10/2021;3
672692932-62;12085;23/10/2021;3
422377457-65;12193;24/10/2021;4
056735306-40;11945;24/10/2021;3
575168238-02;12452;25/10/2021;2
772229456-52;12300;25/10/2021;3
832535035-83;11584;25/10/2021;4
342978981-64;11745;26/10/2021;4
559166844-53;12427;26/10/2021;3
847729566-63;11737;26/10/2021;3
452151318-80;12417;27/10/2021;2
734700097-94;12339;27/10/2021;2
